t,x,y,z,intensity,jd,dt,id,seg_pos,track_pos,seg.D_msd,seg.D_msd_intercept,seg.D_msd_std_err,seg.D_msd_r,seg.mjd,seg.mjd_std_err,seg.mjd_n,seg.msd,seg.msd_std_err,seg.msd_n,seg.motion,seg.t_start,seg.lifetime,seg.id,seg.loc_count,seg.track_pos,track.noise,track.t_start,track.lifetime,track.id,track.loc_count,track.seg_count
4,11923.1582,12993.04199,-562.8284912,2324.820801,196.3816237,1,0,0,0,-0.0005805691216,0.0586460282,0.006103475908,-0.006646617956,190.6608345,50.90887687,7,51901.83629,26175.96574,7,diffusion,4,7,1,8,0,0,4,7,1,8,1
4,12441.08398,14229.64355,-697.6589355,2975.654053,706.9608159,1,1,0,0,3.12370997,0,0,0,706.9608159,0,1,499793.5952,0,1,diffusion,4,1,0,2,0,0,4,1,0,2,1
5,11802.66992,13148.11719,-670.5187988,3189.898926,79.87157974,1,2,1,0,-0.0005805691216,0.0586460282,0.006103475908,-0.006646617956,190.6608345,50.90887687,7,51901.83629,26175.96574,7,diffusion,4,7,1,8,0,0,4,7,1,8,1
5,12225.00586,13556.51367,-667.1778564,2710.045166,0,0,3,1,0,3.12370997,0,0,0,706.9608159,0,1,499793.5952,0,1,diffusion,4,1,0,2,0,0,4,1,0,2,1
5,12891.86914,14141.43457,-81.79528809,588.6386108,682.046294,1,4,0,0,-0.3147961906,0.2921212095,0.5475982445,-0.6480029168,467.951803,145.7879123,3,261487.1207,124405.4011,3,diffusion,5,3,2,4,0,0,5,3,2,4,1
6,11759.07324,13215.04102,-618.7376709,2114.100586,204.9018685,1,5,2,0,-0.0005805691216,0.0586460282,0.006103475908,-0.006646617956,190.6608345,50.90887687,7,51901.83629,26175.96574,7,diffusion,4,7,1,8,0,0,4,7,1,8,1
6,12213.24316,14209.6543,-64.91894531,996.5472412,532.325116,1,6,1,0,-0.3147961906,0.2921212095,0.5475982445,-0.6480029168,467.951803,145.7879123,3,261487.1207,124405.4011,3,diffusion,5,3,2,4,0,0,5,3,2,4,1
7,11938.42578,13115.95801,-370.0981445,935.5237427,73.77634136,1,7,3,0,-0.0005805691216,0.0586460282,0.006103475908,-0.006646617956,190.6608345,50.90887687,7,51901.83629,26175.96574,7,diffusion,4,7,1,8,0,0,4,7,1,8,1
7,12622.4502,13869.18457,-662.3939209,3131.068359,189.4839991,1,8,2,0,-0.3147961906,0.2921212095,0.5475982445,-0.6480029168,467.951803,145.7879123,3,261487.1207,124405.4011,3,diffusion,5,3,2,4,0,0,5,3,2,4,1
8,11897.70508,13177.47852,-691.114502,2626.076904,254.1331928,1,9,4,0,-0.0005805691216,0.0586460282,0.006103475908,-0.006646617956,190.6608345,50.90887687,7,51901.83629,26175.96574,7,diffusion,4,7,1,8,0,0,4,7,1,8,1
8,12472.59277,13985.14551,-620.166626,2765.739502,0,0,10,3,0,-0.3147961906,0.2921212095,0.5475982445,-0.6480029168,467.951803,145.7879123,3,261487.1207,124405.4011,3,diffusion,5,3,2,4,0,0,5,3,2,4,1
8,12548.83594,14354.69922,-810.3869629,5937.414063,311.7006016,1,11,0,0,1.025096962,0.03970589923,0.01513059194,0.9790772646,353.9477619,74.98138537,14,198367.7241,77633.83993,14,diffusion,8,14,3,15,0,0,8,14,3,15,1
9,11649.87305,13233.71875,-707.7738037,2704.080566,447.5087052,1,12,5,0,-0.0005805691216,0.0586460282,0.006103475908,-0.006646617956,190.6608345,50.90887687,7,51901.83629,26175.96574,7,diffusion,4,7,1,8,0,0,4,7,1,8,1
9,12525.19434,14043.89648,-677.717041,2894.51709,72.89587829,1,13,1,0,1.025096962,0.03970589923,0.01513059194,0.9790772646,353.9477619,74.98138537,14,198367.7241,77633.83993,14,diffusion,8,14,3,15,0,0,8,14,3,15,1
10,11862.8418,12840.13477,3.013061523,637.673584,78.0525305,1,14,6,0,-0.0005805691216,0.0586460282,0.006103475908,-0.006646617956,190.6608345,50.90887687,7,51901.83629,26175.96574,7,diffusion,4,7,1,8,0,0,4,7,1,8,1
10,12458.9043,14074.21875,-567.7144775,2182.623779,197.5899081,1,15,2,0,1.025096962,0.03970589923,0.01513059194,0.9790772646,353.9477619,74.98138537,14,198367.7241,77633.83993,14,diffusion,8,14,3,15,0,0,8,14,3,15,1
11,11860.9375,12918.16406,100.6923828,554.7973633,0,0,16,7,0,-0.0005805691216,0.0586460282,0.006103475908,-0.006646617956,190.6608345,50.90887687,7,51901.83629,26175.96574,7,diffusion,4,7,1,8,0,0,4,7,1,8,1
11,12550.70313,14249.18945,-711.2047119,3076.650391,399.2605341,1,17,3,0,1.025096962,0.03970589923,0.01513059194,0.9790772646,353.9477619,74.98138537,14,198367.7241,77633.83993,14,diffusion,8,14,3,15,0,0,8,14,3,15,1
11,14546.13867,15282.29492,-242.0446777,512.484314,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,none,11,0,4,1,0,0,11,0,4,1,1
12,12632.19531,13858.33398,-706.4664307,3775.070313,302.9490439,1,19,4,0,1.025096962,0.03970589923,0.01513059194,0.9790772646,353.9477619,74.98138537,14,198367.7241,77633.83993,14,diffusion,8,14,3,15,0,0,8,14,3,15,1
13,12356.66602,13984.27734,-284.3991699,1204.278442,950.2901218,1,20,5,0,1.025096962,0.03970589923,0.01513059194,0.9790772646,353.9477619,74.98138537,14,198367.7241,77633.83993,14,diffusion,8,14,3,15,0,0,8,14,3,15,1
14,11957.3584,13121.95215,-471.6646423,1383.310913,784.9566635,1,21,6,0,1.025096962,0.03970589923,0.01513059194,0.9790772646,353.9477619,74.98138537,14,198367.7241,77633.83993,14,diffusion,8,14,3,15,0,0,8,14,3,15,1
15,11883.10059,12825.59375,-277.6501465,1051.736938,379.9387597,1,22,0,0,0.1557723092,0.03144654869,0.1128250372,0.6800321782,232.5555641,74.98403607,3,65327.30174,39757.78693,3,diffusion,15,3,6,4,0,0,15,3,6,4,1
15,12157.53711,13880.95508,-475.4316406,1539.225708,253.9067706,1,23,7,0,1.025096962,0.03970589923,0.01513059194,0.9790772646,353.9477619,74.98138537,14,198367.7241,77633.83993,14,diffusion,8,14,3,15,0,0,8,14,3,15,1
15,12770.65527,14363.41602,978.4818115,3629.583008,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,none,15,0,5,1,0,0,15,0,5,1,1
16,11689.44531,13152.47461,-711.0296631,3015.525635,182.8735942,1,25,1,0,0.1557723092,0.03144654869,0.1128250372,0.6800321782,232.5555641,74.98403607,3,65327.30174,39757.78693,3,diffusion,15,3,6,4,0,0,15,3,6,4,1
16,12411.3418,13873.75586,-718.2791748,3163.128906,194.1565204,1,26,8,0,1.025096962,0.03970589923,0.01513059194,0.9790772646,353.9477619,74.98138537,14,198367.7241,77633.83993,14,diffusion,8,14,3,15,0,0,8,14,3,15,1
16,12843.5918,14090.7959,-93.98937988,587.7661743,242.002784,1,27,0,0,0.3660334216,0,0,0,242.002784,0,1,58565.34746,0,1,diffusion,16,1,7,2,0,0,16,1,7,2,1
17,11851.32324,13067.39648,-471.159668,1597.081665,134.8543384,1,28,2,0,0.1557723092,0.03144654869,0.1128250372,0.6800321782,232.5555641,74.98403607,3,65327.30174,39757.78693,3,diffusion,15,3,6,4,0,0,15,3,6,4,1
17,12285.84766,14197.1084,-187.3847656,875.493042,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,none,17,0,9,1,0,0,17,0,9,1,1
17,12277.18652,14186.11133,-305.8879395,1303.191772,128.6719596,1,30,0,0,0.0533674457,0.02506372764,0.0001244082325,0.9494987499,162.0031162,19.8531722,12,30580.64258,6425.681207,12,diffusion,17,12,8,13,0,0,17,12,8,13,1
17,12408.85742,14067.89648,-798.4833984,4449.51123,142.1911433,1,31,9,0,1.025096962,0.03970589923,0.01513059194,0.9790772646,353.9477619,74.98138537,14,198367.7241,77633.83993,14,diffusion,8,14,3,15,0,0,8,14,3,15,1
17,12912.06641,13858.68262,-809.5196533,4859.415527,0,0,32,1,0,0.3660334216,0,0,0,242.002784,0,1,58565.34746,0,1,diffusion,16,1,7,2,0,0,16,1,7,2,1
18,11908.51953,13189.52051,-610.8769531,1614.951294,0,0,33,3,0,0.1557723092,0.03144654869,0.1128250372,0.6800321782,232.5555641,74.98403607,3,65327.30174,39757.78693,3,diffusion,15,3,6,4,0,0,15,3,6,4,1
18,12393.55566,14131.20508,-629.5845947,2045.930542,116.2919668,1,34,1,0,0.0533674457,0.02506372764,0.0001244082325,0.9494987499,162.0031162,19.8531722,12,30580.64258,6425.681207,12,diffusion,17,12,8,13,0,0,17,12,8,13,1
18,12415.57813,13925.86426,-549.3338623,1679.991455,233.213997,1,35,10,0,1.025096962,0.03970589923,0.01513059194,0.9790772646,353.9477619,74.98138537,14,198367.7241,77633.83993,14,diffusion,8,14,3,15,0,0,8,14,3,15,1
18,14706.61133,15315.32031,-135.8843994,838.8530884,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,none,18,0,10,1,0,0,18,0,10,1,1
19,12305.61328,13720.20313,-462.9606934,1351.283081,793.4400501,1,37,11,0,1.025096962,0.03970589923,0.01513059194,0.9790772646,353.9477619,74.98138537,14,198367.7241,77633.83993,14,diffusion,8,14,3,15,0,0,8,14,3,15,1
19,12502.05273,14089.3457,-565.6645508,2558.995605,189.1330207,1,38,2,0,0.0533674457,0.02506372764,0.0001244082325,0.9494987499,162.0031162,19.8531722,12,30580.64258,6425.681207,12,diffusion,17,12,8,13,0,0,17,12,8,13,1
20,11942.17188,13014.89648,-449.7658691,1737.905151,223.1157117,1,39,12,0,1.025096962,0.03970589923,0.01513059194,0.9790772646,353.9477619,74.98138537,14,198367.7241,77633.83993,14,diffusion,8,14,3,15,0,0,8,14,3,15,1
20,12322.93945,14028.60254,-72.61669922,869.4713745,174.6322212,1,40,3,0,0.0533674457,0.02506372764,0.0001244082325,0.9494987499,162.0031162,19.8531722,12,30580.64258,6425.681207,12,diffusion,17,12,8,13,0,0,17,12,8,13,1
21,11921.9375,12792.7002,-139.2219238,1197.061035,95.60172195,1,41,13,0,1.025096962,0.03970589923,0.01513059194,0.9790772646,353.9477619,74.98138537,14,198367.7241,77633.83993,14,diffusion,8,14,3,15,0,0,8,14,3,15,1
21,12180.84375,14130.11719,-212.1040039,958.4025879,111.7833626,1,42,4,0,0.0533674457,0.02506372764,0.0001244082325,0.9494987499,162.0031162,19.8531722,12,30580.64258,6425.681207,12,diffusion,17,12,8,13,0,0,17,12,8,13,1
21,12431.14258,14228.10938,-774.8717041,3207.556641,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,none,21,0,12,1,0,0,21,0,12,1,1
21,12477.65723,14097.56348,-693.7855225,2696.023438,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,none,21,0,11,1,0,0,21,0,11,1,1
22,11834.95215,12753.03613,-191.5062256,1043.100952,0,0,45,14,0,1.025096962,0.03970589923,0.01513059194,0.9790772646,353.9477619,74.98138537,14,198367.7241,77633.83993,14,diffusion,8,14,3,15,0,0,8,14,3,15,1
22,12291.50488,14145.91699,-497.38974,1674.338989,150.8960028,1,46,5,0,0.0533674457,0.02506372764,0.0001244082325,0.9494987499,162.0031162,19.8531722,12,30580.64258,6425.681207,12,diffusion,17,12,8,13,0,0,17,12,8,13,1
22,12225.95703,10221.77539,-176.3192139,595.4060059,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,none,22,0,13,1,0,0,22,0,13,1,1
23,12320.7832,13997.88867,-554.9117432,2091.981445,225.325169,1,48,6,0,0.0533674457,0.02506372764,0.0001244082325,0.9494987499,162.0031162,19.8531722,12,30580.64258,6425.681207,12,diffusion,17,12,8,13,0,0,17,12,8,13,1
23,12542.70117,14206.44336,-715.2268066,2785.783203,86.02279095,1,49,0,0,0.04624950352,0,0,0,86.02279095,0,1,7399.920563,0,1,immobile,23,1,14,2,0,0,23,1,14,2,1
23,14429.11328,14851.0293,-691.2315674,1366.437622,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,none,23,0,15,1,0,0,23,0,15,1,1
24,12578.49414,14284.66602,-686.7229004,3020.18042,0,0,51,1,0,0.04624950352,0,0,0,86.02279095,0,1,7399.920563,0,1,immobile,23,1,14,2,0,0,23,1,14,2,1
24,12545.80566,14009.56445,-494.923584,1691.04895,112.6108301,1,52,7,0,0.0533674457,0.02506372764,0.0001244082325,0.9494987499,162.0031162,19.8531722,12,30580.64258,6425.681207,12,diffusion,17,12,8,13,0,0,17,12,8,13,1
25,12562.52148,14120.92773,-571.9881592,2233.014893,184.0362076,1,53,8,0,0.0533674457,0.02506372764,0.0001244082325,0.9494987499,162.0031162,19.8531722,12,30580.64258,6425.681207,12,diffusion,17,12,8,13,0,0,17,12,8,13,1
26,11936.24512,13037.85645,-439.5284119,1203.307373,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,none,26,0,16,1,0,0,26,0,16,1,1
26,12385.16211,14071.80566,-378.3068848,1261.86731,267.476331,1,55,9,0,0.0533674457,0.02506372764,0.0001244082325,0.9494987499,162.0031162,19.8531722,12,30580.64258,6425.681207,12,diffusion,17,12,8,13,0,0,17,12,8,13,1
27,11833.41895,12636.3584,-84.45910645,580.8411255,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,none,27,0,554,1,0,1,27,0,553,1,1
27,12502.46582,14312.1875,-743.3046875,3110.069336,256.4672444,1,57,10,0,0.0533674457,0.02506372764,0.0001244082325,0.9494987499,162.0031162,19.8531722,12,30580.64258,6425.681207,12,diffusion,17,12,8,13,0,0,17,12,8,13,1
28,12327.93555,14124.26563,-225.2037354,1072.311646,26.71307909,1,58,11,0,0.0533674457,0.02506372764,0.0001244082325,0.9494987499,162.0031162,19.8531722,12,30580.64258,6425.681207,12,diffusion,17,12,8,13,0,0,17,12,8,13,1
29,12336.83691,14063.61914,-532.1513672,2341.358643,866.4877615,1,59,0,0,-0.3434000782,0.5417806638,8.66668475e-030,-1,669.2906249,197.1971366,2,486836.6513,263964.3896,2,diffusion,29,2,17,3,0,0,29,2,17,3,1
29,12345.23535,14144.62012,-464.0305176,1466.882324,0,0,60,12,0,0.0533674457,0.02506372764,0.0001244082325,0.9494987499,162.0031162,19.8531722,12,30580.64258,6425.681207,12,diffusion,17,12,8,13,0,0,17,12,8,13,1
30,12002.36816,13264.28711,-427.9637756,923.5929565,472.0934883,1,61,1,0,-0.3434000782,0.5417806638,8.66668475e-030,-1,669.2906249,197.1971366,2,486836.6513,263964.3896,2,diffusion,29,2,17,3,0,0,29,2,17,3,1
31,11796.71777,13689.23438,-884.7602539,6599.952637,0,0,62,2,0,-0.3434000782,0.5417806638,8.66668475e-030,-1,669.2906249,197.1971366,2,486836.6513,263964.3896,2,diffusion,29,2,17,3,0,0,29,2,17,3,1
31,12326.6123,13971.26563,-440.2265625,1236.384644,155.4436962,1,63,0,0,0.1510171419,0,0,0,155.4436962,0,1,24162.7427,0,1,diffusion,31,1,18,2,0,0,31,1,18,2,1
31,12335.41895,14158.51953,-591.6748047,1738.366577,38.71048603,1,64,0,0,0.009365635806,0,0,0,38.71048603,0,1,1498.501729,0,1,immobile,31,1,19,2,0,0,31,1,19,2,1
32,12271.7168,14116.69336,-565.3789063,2443.468506,0,0,65,1,0,0.1510171419,0,0,0,155.4436962,0,1,24162.7427,0,1,diffusion,31,1,18,2,0,0,31,1,18,2,1
32,12296.84961,14161.82227,-558.8171387,2050.921143,0,0,66,1,0,0.009365635806,0,0,0,38.71048603,0,1,1498.501729,0,1,immobile,31,1,19,2,0,0,31,1,19,2,1
34,12416.36719,14129.46387,-566.8455811,2547.5625,47.31288013,1,67,0,0,-0.009598616036,0.03559413696,0.001433567657,-0.2809413534,161.7747626,46.49935807,5,34819.83503,14563.58988,5,diffusion,34,5,20,6,0,0,34,5,20,6,1
35,11964.32129,13095.8584,-433.7657166,879.3308105,214.333873,1,68,0,0,0.2871188069,0,0,0,214.333873,0,1,45939.0091,0,1,diffusion,35,1,21,2,0,0,35,1,21,2,1
35,12393.28223,14170.7627,-67.93896484,939.5148315,253.0531136,1,69,1,0,-0.009598616036,0.03559413696,0.001433567657,-0.2809413534,161.7747626,46.49935807,5,34819.83503,14563.58988,5,diffusion,34,5,20,6,0,0,34,5,20,6,1
36,11819.5332,12937.82227,-451.4663086,1140.525146,0,0,70,1,0,0.2871188069,0,0,0,214.333873,0,1,45939.0091,0,1,diffusion,35,1,21,2,0,0,35,1,21,2,1
36,12610.16699,14040.39063,-364.2185059,1233.716553,267.520023,1,71,2,0,-0.009598616036,0.03559413696,0.001433567657,-0.2809413534,161.7747626,46.49935807,5,34819.83503,14563.58988,5,diffusion,34,5,20,6,0,0,34,5,20,6,1
37,12346.33594,14084.66406,-85.36376953,948.5862427,60.40951377,1,72,3,0,-0.009598616036,0.03559413696,0.001433567657,-0.2809413534,161.7747626,46.49935807,5,34819.83503,14563.58988,5,diffusion,34,5,20,6,0,0,34,5,20,6,1
37,12381.04102,14171.61133,-419.2937012,1491.196045,110.9646122,1,73,0,0,0.03580719509,0.0005590914841,4.231779663e-033,1,63.5961868,47.36842539,2,6288.242699,6024.902459,2,immobile,37,2,547,3,0,0,37,2,546,3,1
38,11913.50391,13279.1543,-668.9847412,1719.224609,82.948952,1,74,0,0,-0.7394242185,0.3943327104,0.1030806058,-0.9772349134,447.9193617,182.7996662,3,267463.1905,130990.189,3,diffusion,38,3,22,4,0,0,38,3,22,4,1
38,12406.7002,14082.32617,-355.7755127,1467.605347,180.5782827,1,75,4,0,-0.009598616036,0.03559413696,0.001433567657,-0.2809413534,161.7747626,46.49935807,5,34819.83503,14563.58988,5,diffusion,34,5,20,6,0,0,34,5,20,6,1
38,12411.98242,14065.04785,-369.5356445,1645.1521,16.22776141,1,76,1,0,0.03580719509,0.0005590914841,4.231779663e-033,1,63.5961868,47.36842539,2,6288.242699,6024.902459,2,immobile,37,2,547,3,0,0,37,2,546,3,1
39,11883.79785,13356.60156,-742.130249,2034.147217,611.8410561,1,77,1,0,-0.7394242185,0.3943327104,0.1030806058,-0.9772349134,447.9193617,182.7996662,3,267463.1905,130990.189,3,diffusion,38,3,22,4,0,0,38,3,22,4,1
39,12395.88477,14062.99707,-461.7875061,1290.843872,0,0,78,2,0,0.03580719509,0.0005590914841,4.231779663e-033,1,63.5961868,47.36842539,2,6288.242699,6024.902459,2,immobile,37,2,547,3,0,0,37,2,546,3,1
39,12435.22852,13904.01563,-574.2661133,2270.987305,0,0,79,5,0,-0.009598616036,0.03559413696,0.001433567657,-0.2809413534,161.7747626,46.49935807,5,34819.83503,14563.58988,5,diffusion,34,5,20,6,0,0,34,5,20,6,1
40,11906.99121,12676.2168,66.22277832,564.0974121,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,none,40,0,555,1,0,1,40,0,554,1,1
40,12491.74316,13287.66699,-793.1265869,8749.828125,648.968077,1,81,2,0,-0.7394242185,0.3943327104,0.1030806058,-0.9772349134,447.9193617,182.7996662,3,267463.1905,130990.189,3,diffusion,38,3,22,4,0,0,38,3,22,4,1
41,11851.8457,13179.54297,-550.696167,1336.768555,0,0,82,3,0,-0.7394242185,0.3943327104,0.1030806058,-0.9772349134,447.9193617,182.7996662,3,267463.1905,130990.189,3,diffusion,38,3,22,4,0,0,38,3,22,4,1
41,12528.13574,14291.93945,-540.0522461,1901.826294,243.7372971,1,83,0,0,0.08973040456,0.007957511532,0.02294888578,0.6421450105,155.6734753,34.79553759,4,27866.41921,11358.44948,4,diffusion,41,4,23,5,0,0,41,4,23,5,1
42,12357.59961,14117.79785,-364.9678955,1322.574707,160.2162963,1,84,1,0,0.08973040456,0.007957511532,0.02294888578,0.6421450105,155.6734753,34.79553759,4,27866.41921,11358.44948,4,diffusion,41,4,23,5,0,0,41,4,23,5,1
43,11795.04297,13283.29102,-667.8309326,2207.966309,337.6693142,1,85,0,0,0.7126285359,0,0,0,337.6693142,0,1,114020.5658,0,1,diffusion,43,1,25,2,0,0,43,1,25,2,1
43,12262.52539,14372.29102,-355.5046387,1246.835327,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,none,43,0,24,1,0,0,43,0,24,1,1
43,12293.86816,14264.79297,-369.4008789,1457.231079,74.2639995,1,87,2,0,0.08973040456,0.007957511532,0.02294888578,0.6421450105,155.6734753,34.79553759,4,27866.41921,11358.44948,4,diffusion,41,4,23,5,0,0,41,4,23,5,1
44,11790.07813,12945.6582,-326.2218018,802.4998779,0,0,88,1,0,0.7126285359,0,0,0,337.6693142,0,1,114020.5658,0,1,diffusion,43,1,25,2,0,0,43,1,25,2,1
44,12338.7207,14205.60352,12.55206299,797.1210327,144.4763082,1,89,3,0,0.08973040456,0.007957511532,0.02294888578,0.6421450105,155.6734753,34.79553759,4,27866.41921,11358.44948,4,diffusion,41,4,23,5,0,0,41,4,23,5,1
45,12300.09668,14066.38574,-475.5053711,1327.949951,0,0,90,4,0,0.08973040456,0.007957511532,0.02294888578,0.6421450105,155.6734753,34.79553759,4,27866.41921,11358.44948,4,diffusion,41,4,23,5,0,0,41,4,23,5,1
47,12303.00977,14100.42773,-369.6322021,1321.982178,216.5709483,1,91,0,0,0.03665121968,0.02450476377,0.0007315658264,0.7713449861,158.9792112,28.34261633,7,30094.21301,10566.38382,7,diffusion,47,7,26,8,0,0,47,7,26,8,1
47,12292.24121,14098.25781,-289.8918457,1043.780151,254.3606868,1,92,0,0,0.4043709936,0,0,0,254.3606868,0,1,64699.35898,0,1,diffusion,47,1,27,2,0,0,47,1,27,2,1
48,12402.48633,14292.80078,-571.0384521,2001.868164,113.4668219,1,93,1,0,0.03665121968,0.02450476377,0.0007315658264,0.7713449861,158.9792112,28.34261633,7,30094.21301,10566.38382,7,diffusion,47,7,26,8,0,0,47,7,26,8,1
48,12450.83496,13899.39258,-613.0098877,2666.796875,0,0,94,1,0,0.4043709936,0,0,0,254.3606868,0,1,64699.35898,0,1,diffusion,47,1,27,2,0,0,47,1,27,2,1
49,12404.42871,14179.35059,-585.3803711,1610.643799,110.6386952,1,95,2,0,0.03665121968,0.02450476377,0.0007315658264,0.7713449861,158.9792112,28.34261633,7,30094.21301,10566.38382,7,diffusion,47,7,26,8,0,0,47,7,26,8,1
50,11938.55566,13015.83008,-366.5592041,830.2789917,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,none,50,0,28,1,0,0,50,0,28,1,1
50,12199.12891,14188.3457,171.5928345,630.0802002,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,none,50,0,556,1,0,1,50,0,555,1,1
50,12298.38086,14210.89063,-811.8388672,4909.636719,174.960694,1,98,3,0,0.03665121968,0.02450476377,0.0007315658264,0.7713449861,158.9792112,28.34261633,7,30094.21301,10566.38382,7,diffusion,47,7,26,8,0,0,47,7,26,8,1
51,12186.74707,14076.17188,-249.0452881,983.2368774,72.42818173,1,99,4,0,0.03665121968,0.02450476377,0.0007315658264,0.7713449861,158.9792112,28.34261633,7,30094.21301,10566.38382,7,diffusion,47,7,26,8,0,0,47,7,26,8,1
52,12159.49219,14143.27637,-180.3984375,789.1972656,291.643806,1,100,5,0,0.03665121968,0.02450476377,0.0007315658264,0.7713449861,158.9792112,28.34261633,7,30094.21301,10566.38382,7,diffusion,47,7,26,8,0,0,47,7,26,8,1
53,12380.57031,13953.06445,-350.5327148,1422.821899,133.1453313,1,101,6,0,0.03665121968,0.02450476377,0.0007315658264,0.7713449861,158.9792112,28.34261633,7,30094.21301,10566.38382,7,diffusion,47,7,26,8,0,0,47,7,26,8,1
54,12291.97266,14111.4707,-388.2591553,1498.759888,138.4719494,1,102,0,0,-0.1815544673,0.1249624133,0.08062845012,-0.7877373428,294.2300628,91.96305901,3,103485.7383,55695.27334,3,diffusion,54,3,29,4,0,0,54,3,29,4,1
54,12311.42188,14066.8457,-427.4321289,1630.334717,0,0,103,7,0,0.03665121968,0.02450476377,0.0007315658264,0.7713449861,158.9792112,28.34261633,7,30094.21301,10566.38382,7,diffusion,47,7,26,8,0,0,47,7,26,8,1
55,12338.91211,13981.19727,-362.6407471,1277.480591,287.3968402,1,104,1,0,-0.1815544673,0.1249624133,0.08062845012,-0.7877373428,294.2300628,91.96305901,3,103485.7383,55695.27334,3,diffusion,54,3,29,4,0,0,54,3,29,4,1
56,12495.20703,14239.58203,-367.925293,1030.035645,321.4000097,1,105,0,0,0.6456122892,0,0,0,321.4000097,0,1,103297.9663,0,1,diffusion,56,1,544,2,0,0,56,1,543,2,1
56,12504.62695,14216.00684,-382.1204834,1214.186035,456.8213987,1,106,2,0,-0.1815544673,0.1249624133,0.08062845012,-0.7877373428,294.2300628,91.96305901,3,103485.7383,55695.27334,3,diffusion,54,3,29,4,0,0,54,3,29,4,1
57,12184.42871,13890.18652,-427.5791931,1269.666992,0,0,107,3,0,-0.1815544673,0.1249624133,0.08062845012,-0.7877373428,294.2300628,91.96305901,3,103485.7383,55695.27334,3,diffusion,54,3,29,4,0,0,54,3,29,4,1
57,12348.78125,13953.47461,-580.3433838,2076.989014,0,0,108,1,0,0.6456122892,0,0,0,321.4000097,0,1,103297.9663,0,1,diffusion,56,1,544,2,0,0,56,1,543,2,1
59,12411.1084,14214.73535,-184.9423828,915.4962158,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,none,59,0,30,1,0,0,59,0,30,1,1
61,11967.7002,13259.30859,-575.6330566,1329.741577,515.2941334,1,110,0,0,-0.2538843466,0.2017181832,0,-1,376.6694717,138.6246617,2,161096.6877,104431.3562,2,diffusion,61,2,31,3,0,0,61,2,31,3,1
61,12370.61035,14180.21973,-379.5067139,1529.530884,119.436267,1,111,0,0,0.01142171643,0.1111030082,0.0004268476584,0.3640831009,293.0910141,49.6454709,10,108084.3976,34796.7134,10,diffusion,61,10,32,11,0,0,61,10,32,11,1
61,12450.74023,14002.26172,-521.880249,2253.906738,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,none,61,0,33,1,0,0,61,0,33,1,1
62,11630.65625,12869.52734,-567.3424072,1249.694092,238.04481,1,113,1,0,-0.2538843466,0.2017181832,0,-1,376.6694717,138.6246617,2,161096.6877,104431.3562,2,diffusion,61,2,31,3,0,0,61,2,31,3,1
62,12251.89355,14193.30957,-59.31335449,841.0618286,600.5188652,1,114,1,0,0.01142171643,0.1111030082,0.0004268476584,0.3640831009,293.0910141,49.6454709,10,108084.3976,34796.7134,10,diffusion,61,10,32,11,0,0,61,10,32,11,1
63,11861.16016,12928.96875,-242.7027588,475.8301086,0,0,115,2,0,-0.2538843466,0.2017181832,0,-1,376.6694717,138.6246617,2,161096.6877,104431.3562,2,diffusion,61,2,31,3,0,0,61,2,31,3,1
63,12584.70215,13693.44824,-723.2752686,3770.547119,465.6030117,1,116,2,0,0.01142171643,0.1111030082,0.0004268476584,0.3640831009,293.0910141,49.6454709,10,108084.3976,34796.7134,10,diffusion,61,10,32,11,0,0,61,10,32,11,1
64,12407.55273,14124.03418,-119.645874,903.5049438,213.3532097,1,117,3,0,0.01142171643,0.1111030082,0.0004268476584,0.3640831009,293.0910141,49.6454709,10,108084.3976,34796.7134,10,diffusion,61,10,32,11,0,0,61,10,32,11,1
65,12210.10938,14204.87793,-383.2304688,1455.335449,369.3745001,1,118,4,0,0.01142171643,0.1111030082,0.0004268476584,0.3640831009,293.0910141,49.6454709,10,108084.3976,34796.7134,10,diffusion,61,10,32,11,0,0,61,10,32,11,1
65,12217.90527,14162.27539,-368.0059814,1521.375488,495.4020446,1,119,0,0,-0.1990535935,0.1469593502,0.2238429996,-0.6438422984,322.8354619,108.4079938,3,127727.3217,66537.31309,3,diffusion,65,3,34,4,0,0,65,3,34,4,1
