t,x,y,z,intensity
430,12097.1298828125,12662.6962890625,-272.600219726562,704.432373046875
431,12307.83203125,14026.04296875,-389.239013671875,824.793823242188
432,12458.228515625,14101.7001953125,-297.920043945312,764.127990722656
433,12512.224609375,14245.7919921875,-96.0272216796875,627.195129394531
434,12564.212890625,14254.5615234375,-180.00927734375,577.506469726562
436,12443.4755859375,13796.056640625,-572.188354492188,1570.60290527344
438,12596.876953125,14336.767578125,-259.86376953125,796.425964355469
438,12594.603515625,14317.8310546875,-266.87255859375,903.892883300781
442,10753.96484375,12960.2783203125,-439.98486328125,1277.94091796875
442,10783.634765625,12888.4755859375,-368.557861328125,1024.673828125
442,12403.845703125,7994.22314453125,740.292724609375,959.642822265625
442,12508.486328125,14107.0810546875,-437.3369140625,1151.90490722656
444,12541.904296875,14276.451171875,-375.363403320312,1231.0439453125
447,12792.033203125,14317.42578125,-103.86669921875,497.719024658203
449,12792.34765625,14516.0498046875,11.4480590820312,530.872253417969
450,10727.078125,12973.2421875,-388.122924804688,1003.24664306641
450,10731.46484375,12955.2041015625,-388.121948242188,1075.61572265625
451,11065.8828125,12906.4990234375,-481.725006103516,1308.14501953125
452,11330.75,13047.287109375,-393.36181640625,1339.11499023438
454,12060.890625,13208.46875,-442.882904052734,893.192443847656
454,12444.833984375,14210.490234375,-117.458984375,445.249786376953
455,12425.7412109375,13703.712890625,-590.041381835938,1900.08898925781
460,12447.537109375,14240.6201171875,-276.390625,779.156982421875
461,11194.669921875,13873.1142578125,-240.734985351562,763.205261230469
461,11192.345703125,13849.921875,-238.33984375,801.086486816406
462,12517.2470703125,14222.4921875,-286.684692382812,814.29296875
462,12515.9482421875,14207.34375,-342.89208984375,964.06884765625
463,12532.8046875,14167.00390625,-450.487548828125,1160.34985351562
464,12550.078125,14186.904296875,-249.67578125,855.189819335938
465,12518.3486328125,14025.0185546875,-401.046142578125,875.590148925781
467,11129.8818359375,12952.5703125,-338.766357421875,897.446716308594
467,12619.427734375,14432.59375,783.419067382812,1241.31848144531
468,11163.03515625,12409.55078125,-104.484252929688,397.261901855469
470,12522.4111328125,14241.0166015625,-317.356811523438,638.948181152344
471,10655.3076171875,12941.408203125,-404.12548828125,932.421325683594
474,12385.7412109375,14038.05859375,-401.539428710938,916.251159667969
477,12452.150390625,13864.29296875,-548.263305664062,1643.97631835938
478,12400.251953125,14184.5224609375,-240.050048828125,833.096008300781
479,11747.802734375,13024.1640625,-362.607421875,1003.80303955078
479,12540.484375,14174.958984375,7.0814208984375,519.799560546875
480,12451.599609375,13860.3046875,-338.571411132812,903.956298828125
481,12442.162109375,13626.302734375,-468.618896484375,1288.54614257812
481,12398.4326171875,13351.3583984375,-264.444580078125,931.63427734375
481,12482.0263671875,14058.919921875,-521.28271484375,1525.59558105469
483,10468.2373046875,13099.224609375,-53.560546875,1242.19262695312
483,12827.857421875,14322.3740234375,985.713500976562,2375.29443359375
484,12475.1220703125,14136.802734375,-467.138580322266,1201.24523925781
485,12456.2021484375,14391.943359375,-304.174072265625,768.363952636719
488,12452.2314453125,14113.423828125,-446.726165771484,1137.91882324219
489,12576.07421875,14252.4658203125,-372.337646484375,1063.50158691406
489,12580.404296875,14240.6552734375,-376.1064453125,1191.88903808594
491,12530.455078125,14316.9775390625,-318.443237304688,1514.7431640625
492,12416.6640625,14189.8525390625,-297.324584960938,1002.58740234375
492,14148.345703125,15107.26171875,-90.2127685546875,653.296447753906
493,12471.591796875,14238.9052734375,-288.332153320312,1008.650390625
493,14147.35546875,15792.4306640625,239.35595703125,1035.67395019531
494,12568.83203125,14267.33203125,-291.747680664062,802.991088867188
495,12472.966796875,14289.716796875,-292.212646484375,1052.48474121094
495,12472.12890625,14282.05078125,-333.881225585938,1327.77807617188
496,12543.869140625,14308.1982421875,-241.348022460938,782.549926757812
497,12522.1142578125,14188.7890625,-446.19970703125,1239.66955566406
497,12527.982421875,14195.353515625,-409.163452148438,1038.8154296875
498,12684.1875,14280.20703125,-279.508911132812,816.452026367188
499,12488.6220703125,14176.0390625,170.198669433594,753.587280273438
500,12470.68359375,14577.25,-70.5521240234375,782.372741699219
501,12513.18359375,14234.0380859375,-478.60888671875,1505.81713867188
501,12520.041015625,14277.9248046875,-392.555541992188,1100.50964355469
502,12674.0087890625,14520.939453125,-151.278564453125,895.597534179688
503,12477.1728515625,14304.28125,-196.198608398438,765.965576171875
503,12473.837890625,14290.7724609375,-226.125,913.278930664062
506,12388.6669921875,14330.7216796875,-352.757568359375,1096.99743652344
507,12598.1943359375,14342.953125,-301.078247070312,894.044067382812
508,12549.748046875,14528.6796875,950.860961914062,2875.20361328125
509,12498.9208984375,14282.337890625,-274.722412109375,1164.87109375
510,12488.25,14282.0263671875,-267.756958007812,788.624145507812
510,12485.314453125,14279.53125,-285.4306640625,959.273742675781
512,12539.048828125,14148.69140625,-69.12939453125,553.470397949219
515,12571.1435546875,14215.0537109375,-124.028076171875,538.970336914062
518,12638.22265625,14054.712890625,-456.010650634766,997.22607421875
519,12378.6923828125,14124.1005859375,10.293701171875,612.562683105469
524,12537.7255859375,14197.8818359375,-161.973022460938,647.312072753906
531,12428.046875,14039.22265625,-386.649047851562,908.186157226562
537,12288.875,13678.80078125,-445.092376708984,748.885009765625
556,12340.37109375,14065.837890625,-556.069702148438,1147.3330078125
561,12377.142578125,14118.201171875,-552.862426757812,1433.81945800781
562,12528.08203125,14303.259765625,-164.350341796875,615.832275390625
566,12566.021484375,14320.76171875,-352.051513671875,728.172607421875
582,12586.5185546875,14271.4794921875,-116.991577148438,438.866882324219
585,12280.603515625,14146.751953125,-60.6285400390625,552.044311523438
586,12487.1669921875,14364.341796875,-150.609130859375,627.790466308594
589,12679.30859375,14436.07421875,-101.5126953125,539.649353027344
603,12407.982421875,14217.7333984375,-275.826171875,696.709533691406
604,12499.2470703125,8564.353515625,-170.46337890625,458.626281738281
607,12663.5888671875,14339.5859375,-189.80517578125,439.314147949219
610,12328.482421875,14093.8623046875,-358.423217773438,868.611877441406
617,12333.2431640625,14307.9677734375,-407.594482421875,877.689392089844
618,12504.9462890625,14167.865234375,-332.79248046875,771.4697265625
619,12403.3291015625,14156.93359375,-478.749267578125,1190.82348632812
620,12083.76953125,14202.998046875,-307.19091796875,706.574768066406
629,12324.453125,14266.44921875,-303.521240234375,622.340515136719
634,12339,14046.330078125,-218.649169921875,504.414154052734
641,12458.232421875,14355.48828125,-150.586547851562,515.272338867188
648,12470.06640625,14028.802734375,-345.536987304688,997.108520507812
649,12466.4609375,13973.83984375,-599.054809570312,1851.39624023438
650,12507.3056640625,14302.26953125,-305.27197265625,829.054931640625
651,12170.697265625,13180.3955078125,-892.987915039062,15085.025390625
662,12563.451171875,14136.93359375,-167.253540039062,620.723876953125
663,12439.3447265625,13865.2529296875,-344.040771484375,768.882629394531
664,12704.19140625,14303.5927734375,-158.282958984375,626.602722167969
667,12559.4189453125,14178.005859375,-427.284759521484,836.715026855469
670,12537.33984375,14322.453125,914.352905273438,1820.16833496094
674,12379.748046875,14075.1484375,-309.2548828125,617.167663574219
680,12364.8427734375,14015.646484375,-530.34765625,882.225219726562
686,12295.005859375,13298.017578125,-11.7281494140625,472.215179443359
693,12527.216796875,13978.9609375,-69.334716796875,484.521697998047
696,10935.9677734375,13090.724609375,-44.5816650390625,382.430908203125
698,12418.140625,14020.6826171875,-77.061767578125,462.303039550781
706,12482.595703125,13807.59765625,-207.675048828125,459.763244628906
710,12582.2177734375,14404.361328125,-163.655151367188,413.764007568359
714,12350.0927734375,14321.466796875,-310.080932617188,771.766540527344
722,12298.7939453125,13733.9658203125,-612.00439453125,1594.20983886719
727,12360.6728515625,13218.88671875,-43.4454345703125,440.658813476562
727,12550.4765625,14029.00390625,-621.379516601562,1636.18774414062
729,12336.55859375,13416.5712890625,-368.942749023438,658.557373046875
738,11583.765625,13397.0556640625,-142.336303710938,515.250244140625
740,12389.7509765625,13951.265625,-449.360260009766,883.348266601562
750,12762.015625,13997.767578125,-742.95947265625,2546.24072265625
751,12459.970703125,14313.798828125,-51.2979736328125,460.549377441406
752,12373.7744140625,13947.533203125,-557.705932617188,1397.22912597656
752,12346.912109375,13913.2900390625,-514.495239257812,1129.4794921875
753,12601.119140625,14370.3759765625,-317.654418945312,697.147644042969
754,12336.19140625,13823.26953125,-285.888061523438,625.513671875
757,12586.7109375,14265.2978515625,-362.2412109375,843.809387207031
759,12242.1826171875,14308.9345703125,-55.747802734375,528.633178710938
763,12500.9140625,14249.2392578125,-426.1650390625,994.586853027344
764,12698.3740234375,14326.1083984375,-91.057861328125,639.880310058594
766,12435.5751953125,14078.248046875,-674.275024414062,2269.13012695312
771,12699.3828125,14340.2421875,-426.88427734375,956.015747070312
772,12582.685546875,13948.3681640625,-576.364990234375,1315.29602050781
773,12440.8642578125,14273.85546875,-309.236083984375,777.38330078125
779,12373.39453125,14155.62890625,-259.358032226562,656.247863769531
780,12659.42578125,14388.693359375,-87.1732177734375,500.541534423828
781,12526.1767578125,14066.654296875,-396.901000976562,807.171203613281
782,12541.259765625,14209.64453125,-187.06298828125,628.366271972656
784,12471.98046875,13944.7109375,-272.874755859375,1101.35729980469
787,12490.271484375,14041.3125,-443.195892333984,924.2734375
789,12668.73828125,14451.5283203125,-87.7357177734375,525.330139160156
790,12482.734375,13936.1767578125,-453.357818603516,1056.87561035156
791,12642.2353515625,14342.4326171875,-334.273803710938,843.165283203125
792,12418.2265625,14137.37109375,-317.473876953125,997.076232910156
792,12423.5751953125,14144.314453125,-269.815551757812,857.217041015625
794,12543.810546875,13902.4755859375,-456.691986083984,1207.14575195312
798,12745.490234375,14331.6357421875,-179.805908203125,593.554443359375
810,12747.310546875,14330.837890625,-90.9932861328125,391.280487060547
831,12513.8134765625,13470.0341796875,-111.2509765625,411.369232177734
843,12436.68359375,13943.353515625,-681.901245117188,1698.73120117188
860,12737.31640625,14115.9970703125,-523.02734375,947.145568847656
861,12421.5576171875,13878.59375,-325.35595703125,658.4638671875
869,12623.732421875,14157.9736328125,-492.628021240234,1084.28857421875
872,12573.7607421875,14009.94140625,-458.766204833984,809.438415527344
873,12416.7685546875,14007.1826171875,-285.182983398438,563.065856933594
874,12731.859375,14086.201171875,-104.248168945312,387.372741699219
885,12543.0703125,14014.0732421875,-525.226806640625,1024.74536132812
888,12425.849609375,14157.6083984375,-78.7843017578125,590.71630859375
888,12973.171875,9636.01171875,84.3471069335938,476.924743652344
899,12588.96484375,13958.208984375,-476.733795166016,939.447937011719
899,12559.546875,13982.97265625,-510.046875,1114.41833496094
904,12489.2001953125,13829.978515625,-382.658569335938,857.350524902344
908,12506.259765625,14080.41015625,-496.063568115234,1026.25476074219
926,12375.6728515625,13774.353515625,-662.31396484375,2120.9990234375
945,12521.91015625,13711.181640625,-454.428619384766,850.767578125
950,12536.294921875,13990.9140625,-299.016967773438,611.055236816406
965,12548.3359375,14324.5390625,-201.724243164062,495.08740234375
975,12546.46875,13681.859375,-612.419189453125,1591.3134765625
985,12445.458984375,14249.11328125,-157.721801757812,502.978820800781
1001,12542.3740234375,14185.041015625,-59.9735107421875,512.896362304688
1003,12409.6962890625,13921.0830078125,-461.0771484375,844.201782226562
1005,12497.259765625,14105.33984375,-147.369750976562,534.589782714844
1008,12306.154296875,14101.5419921875,-305.810180664062,705.919067382812
1009,12533.474609375,13959.419921875,-558.76416015625,1215.43969726562
1016,12876.8369140625,14224.1513671875,-87.6207275390625,451.271911621094
1017,12324.927734375,14143.0078125,-276.12548828125,724.77197265625
1020,12365.515625,14140.607421875,-524.406127929688,1605.53051757812
1026,12471.494140625,14191.9248046875,-381.40478515625,768.249572753906
1041,12585.8798828125,13748.306640625,-395.137451171875,998.034912109375
1041,12580.55859375,13783.185546875,-460.56884765625,1442.31286621094
1047,12506.87109375,13576.55859375,-125.380493164062,592.748718261719
1061,12212.6455078125,9173.994140625,-81.3824462890625,479.12744140625
1061,12546.8310546875,13868.8779296875,-385.886962890625,749.939392089844
1066,12404.291015625,14451.2578125,-129.22900390625,394.683166503906
1066,12569.638671875,14175.9658203125,-707.723876953125,1829.78283691406
1068,12445.951171875,14342.26171875,-72.0948486328125,417.816986083984
1070,12456.41796875,13988.23828125,-714.420654296875,2581.15087890625
1090,12567.6357421875,14017.7109375,-47.7545166015625,542.975891113281
1122,14781.724609375,14450.146484375,-194.666259765625,988.195434570312
1124,13288.59375,14262.056640625,899.804809570312,1685.48413085938
1136,12375.0693359375,14453.560546875,-71.3282470703125,474.428497314453
1146,12378.521484375,13928.271484375,-676.31689453125,1614.30444335938
1151,12668.083984375,14026.5712890625,-78.249267578125,519.645751953125
1158,12492.443359375,14508.431640625,-140.713989257812,411.884216308594
1158,12596.6328125,14956.458984375,-565.145385742188,1240.52233886719
1172,12831.9580078125,14116.033203125,-84.1220703125,573.88525390625
1179,12533.6875,13690.5654296875,-630.047119140625,1183.59155273438
1180,12589.6337890625,13643.1826171875,-148.652099609375,515.266845703125
1181,12449.5703125,13895.3671875,-461.268798828125,868.037292480469
1181,12464.2490234375,13863.4267578125,-556.396484375,1288.87487792969
1183,12687.400390625,13973.0771484375,-461.473052978516,920.783569335938
1184,12541.9521484375,13603.3701171875,-138.510620117188,443.236724853516
1194,12053.359375,8107.24169921875,-339.740234375,888.883605957031
1195,12021.03515625,7938.2099609375,-44.07470703125,542.560791015625
1196,12077.4296875,7951.5087890625,-142.172973632812,520.934997558594
1197,12046.521484375,8133.00830078125,-365.723022460938,966.81103515625
1197,12057.50390625,8119.9921875,-325.796630859375,848.156982421875
1198,12106.51171875,8250.087890625,-341.294555664062,898.526062011719
1198,12385.6015625,13517.5341796875,-111.277465820312,553.770080566406
1199,12044.005859375,8024.451171875,-241.741333007812,648.008178710938
1199,12487.5966796875,13559.103515625,-164.524658203125,498.281372070312
1201,12973.9169921875,13670.220703125,-199.796020507812,483.511199951172
1205,12798.40234375,13709.4619140625,-357.2021484375,610.27880859375
1206,12604.96875,13858.79296875,-361.58935546875,650.898681640625
1210,12522.8203125,14461.439453125,-169.763061523438,465.094360351562
1227,12338.146484375,14028.916015625,-623.72705078125,1075.95471191406
1241,12524.48828125,13991.248046875,-596.363525390625,1101.66845703125
1256,12036.4833984375,13263.736328125,-643.750732421875,2197.421875
1262,13513.615234375,14502.3427734375,79.9945678710938,587.439758300781
1263,13764.4775390625,14731.8642578125,362.768310546875,1182.0751953125
1264,13970.4013671875,14990.275390625,130.441955566406,1148.56323242188
1265,13816.630859375,14829.623046875,74.5573120117188,1113.4287109375
1266,13859.978515625,14842.65625,512.403686523438,1276.39270019531
1268,13891.0361328125,15002.55078125,353.834045410156,1034.44470214844
1269,14023.4921875,14859.3603515625,453.264068603516,1312.65979003906
1270,14186.818359375,15185.744140625,67.4561157226562,795.852355957031
1271,14148.7421875,15071.5908203125,93.2258911132812,1290.65710449219
1272,14163.4921875,15126.27734375,269.625854492188,908.311462402344
1273,14296.896484375,15194.28515625,-80.81103515625,602.989685058594
1274,14273.791015625,15088.48828125,238.010208129883,1150.45715332031
1278,14394.3642578125,14960.486328125,-63.3197021484375,760.805236816406
1280,14176.916015625,15097.517578125,-71.0545654296875,1188.76123046875
1281,14270.2880859375,15182.30859375,-20.2860107421875,863.492126464844
1285,14668.373046875,15162.236328125,12.3929443359375,1188.55932617188
1286,14788.9375,15218.1328125,-1.63507080078125,1956.03894042969
1288,14526.509765625,15346.72265625,-30.48583984375,1258.62194824219
1289,14397.736328125,15183.595703125,-126.178344726562,457.798400878906
1291,14411.92578125,15212.75390625,-71.7198486328125,1750.84643554688
1292,14187.12109375,14996.77734375,81.9305419921875,874.403076171875
1293,14168.3056640625,15088.6533203125,24.6936645507812,1523.04040527344
1294,14189.1416015625,14896.3876953125,21.7788696289062,879.033630371094
1295,14254.09375,14935.1875,51.8590698242188,1109.9443359375
1296,14306.103515625,14866.93359375,252.898681640625,689.256469726562
1297,14323.01953125,14959.111328125,-48.123291015625,545.1826171875
1298,14297.560546875,15187.0986328125,5.807861328125,1624.68151855469
1299,14801.1669921875,15118.53125,353.265869140625,1872.021484375
1300,14930.369140625,15191.27734375,-73.7022705078125,1301.11840820312
1301,14943.412109375,14527.63671875,-53.351318359375,669.261413574219
1302,14387.98828125,14146.12109375,-134.001708984375,838.099487304688
1303,14708.6669921875,14275.123046875,259.970275878906,1287.98706054688
1304,14660.7021484375,14527.453125,226.1796875,1334.34851074219
1305,12655.3037109375,14524.5703125,-65.254150390625,498.482543945312
1305,14665.716796875,14590.541015625,295.332702636719,1638.60632324219
1306,12953.36328125,13854.1298828125,-163.660522460938,441.020294189453
1306,14696.296875,14588.546875,230.77294921875,1570.876953125
1307,14675.404296875,14578.279296875,80.5608520507812,1440.521484375
1308,14707.259765625,14575.86328125,178.518920898438,1428.38720703125
1309,12490.4873046875,13924.7958984375,-443.561920166016,1148.931640625
1309,14693.447265625,14552.423828125,201.398681640625,1771.19311523438
1310,14673.1630859375,14567.42578125,106.757080078125,1538.75451660156
1312,14179.91796875,13893.7021484375,97.348876953125,788.674255371094
1314,14297.794921875,13952.1298828125,74.012939453125,934.016418457031
1315,14445.26953125,14482.25,116.941711425781,1081.58813476562
1316,14504.396484375,14822.900390625,586.554443359375,1549.98059082031
1317,13914.4228515625,14616.931640625,979.977233886719,5135.73388671875
1317,13664.47265625,14532.8701171875,253.547241210938,1244.69836425781
1318,13094.103515625,13961.083984375,-260.172119140625,924.99365234375
1320,12898.669921875,14582.48828125,166.81201171875,1059.91455078125
1321,13174.3076171875,14688.3642578125,375.110412597656,2036.68481445312
1322,12841.04296875,14768.806640625,-276.780029296875,1341.50952148438
1323,12840.6640625,14582.4140625,-155.122436523438,881.774963378906
1324,12630.0986328125,14309.1943359375,938.908813476562,1983.63354492188
1324,12619.7255859375,14320.978515625,932.431274414062,1733.09716796875
1325,13068.2177734375,14885.1083984375,-356.4111328125,1079.02661132812
1326,12862.564453125,14576.9443359375,-525.442504882812,1243.40344238281
1327,12841.322265625,14320.796875,-599.764282226562,1950.90905761719
1335,12583.212890625,13567.3154296875,67.6558227539062,623.641967773438
1336,12405.783203125,13307.9638671875,-60.56494140625,495.934753417969
1343,12693.427734375,13358.3740234375,838.964172363281,2087.70654296875
1345,12500.009765625,13379.802734375,-161.708129882812,1053.12915039062
1347,11421.732421875,13346.517578125,-245.748046875,1049.69079589844
1349,11466.623046875,13368.95703125,197.36962890625,833.849792480469
1350,12988.9931640625,13846.126953125,352.991333007812,1047.62609863281
1351,12921.69921875,13879.328125,-165.610961914062,605.529357910156
1352,12970.5625,13917.470703125,256.047485351562,996.960571289062
1357,12532.224609375,14760.658203125,715.822021484375,1378.42736816406
1358,12757.53515625,14534.466796875,908.85791015625,1704.01489257812
1361,14980.94921875,14535.29296875,-89.4620361328125,957.315673828125
1362,14652.9931640625,14238.7255859375,-96.0545654296875,767.655578613281
1363,14904.119140625,14691.2607421875,-24.7967529296875,1495.04431152344
1364,14573.3115234375,15336.240234375,-94.3587646484375,1044.67163085938
1368,14742.12890625,15168.080078125,-50.204833984375,688.290954589844
1369,14766.55859375,15145.8994140625,10.9371337890625,1343.65441894531
1370,14650.3515625,15278.9599609375,-0.7271728515625,1280.03479003906
1371,14478.56640625,15018.2568359375,63.1997680664062,1359.27099609375
1372,14658.9208984375,15188.9794921875,1.1131591796875,1486.11206054688
1373,14645.73828125,14918.34765625,44.5714111328125,1623.38854980469
1374,14746.6796875,14789.720703125,88.9293212890625,815.295227050781
1376,14728.783203125,15252.8828125,-2.7314453125,1261.17700195312
1377,14734.69921875,15451.28125,-129.573974609375,1276.05224609375
1378,14661.04296875,15062.25,68.3596801757812,1579.9609375
1379,14667.421875,15094.05859375,131.676879882812,1568.22106933594
1380,14696.1875,15142.4990234375,72.3871459960938,1821.60363769531
1381,14706.0302734375,15105.515625,70.2283325195312,1494.97790527344
1382,14170.345703125,15137.7255859375,64.0181884765625,797.974243164062
1383,14109.7470703125,14997.0654296875,37.916015625,1202.44763183594
1384,14177.337890625,15131.3828125,250.220504760742,1307.4521484375
1385,14169.7548828125,15190.595703125,152.729125976562,1233.90124511719
1386,12545.140625,14383.4755859375,-233.862670898438,654.066772460938
1386,14160.09375,15131.12890625,139.646728515625,1336.76245117188
1387,14167.416015625,15062.37890625,269.174438476562,1742.74084472656
1388,13969.083984375,14907.470703125,195.690368652344,1149.02978515625
1389,14049.8837890625,14931.705078125,571.132141113281,1718.41296386719
1390,13932.26953125,14623.068359375,251.349975585938,860.140991210938
1391,14108.23828125,14771.140625,71.1724243164062,467.123199462891
1392,12517.4697265625,14267.21875,-350.563232421875,666.678100585938
1392,14168.1494140625,14743.7734375,228.603515625,904.095153808594
1393,14385.3662109375,14841.888671875,124.498291015625,1024.8154296875
1395,14568.2734375,14738.5,189.105163574219,1145.53076171875
1396,14986.9775390625,14481.330078125,214.810012817383,922.323913574219
1397,14460.853515625,15097.7236328125,144.097229003906,1061.63488769531
1399,14634.544921875,14905.40625,86.0214233398438,616.374328613281
1401,12634.345703125,14630.427734375,-86.0341796875,479.349334716797
1401,15238.2998046875,14976.6064453125,-56.9345703125,689.46044921875
1402,12413.56640625,14176.056640625,-379.359741210938,808.462829589844
1402,14955.0390625,14996.677734375,-406.442749023438,1604.60168457031
1403,15076.228515625,14909.5849609375,-421.184173583984,1246.72546386719
1426,12631.7236328125,14120.279296875,-614.659301757812,1507.34997558594
1440,12491.677734375,14033.830078125,-159.83984375,405.160614013672
1448,12804.7109375,13857.0390625,-448.725189208984,1012.48669433594
1465,12597.4501953125,14113.8271484375,-194.461181640625,773.817260742188
1479,11693.6640625,13188.701171875,-143.613891601562,471.314300537109
1481,10753.908203125,12791.9423828125,-67.0611572265625,553.693786621094
1485,13004.5517578125,14016.0927734375,-227.616455078125,756.109191894531
1486,13022.4296875,14014.9892578125,-286.5810546875,872.77978515625
1487,12929.845703125,14068.583984375,-242.429321289062,771.810485839844
1491,13047.94921875,14124.5234375,-237.015869140625,602.73681640625
1492,12936.28125,13987.623046875,-206.2099609375,662.217895507812
1501,12725.798828125,14020.0302734375,-519.169311523438,1545.42126464844
1502,12978.017578125,13994.3046875,-255.11767578125,735.312438964844
1503,12918.8291015625,14000.9140625,-189.777709960938,720.897888183594
1506,13027.091796875,14044.1787109375,-95.8223876953125,907.163513183594
1507,13141.2392578125,14274.751953125,953.843444824219,3667.25244140625
1508,13019.4150390625,14123.97265625,-170.783569335938,800.28955078125
1509,12709.953125,13954.775390625,-696.062377929688,2505.48071289062
1509,12833.71875,14262.90234375,-632.217651367188,1839.03308105469
1510,12897.9931640625,14178.8720703125,-417.890228271484,1165.72875976562
1510,12911.826171875,14460.357421875,-595.044189453125,1751.0380859375
1512,11774.10546875,13474.23046875,-34.3712158203125,464.158874511719
1516,12819.779296875,14280.62109375,-216.515380859375,593.5244140625
1518,12938.3515625,14563.263671875,843.998229980469,1513.06799316406
1519,12281.6005859375,14410.849609375,-60.2313232421875,452.605834960938
1523,12482.9931640625,14428.2236328125,-71.3441162109375,489.277557373047
1527,12809.154296875,14695.259765625,843.241394042969,1533.78356933594
1528,11728.27734375,13297.255859375,53.1481323242188,474.160278320312
1530,12906.1240234375,14034.166015625,-181.195922851562,774.687255859375
1531,12943.5625,13988.7607421875,-231.159057617188,764.479553222656
1533,11939.828125,13683.3447265625,-430.19873046875,918.950317382812
1546,12920.8984375,14430.7919921875,-91.9013671875,534.742492675781
1549,14795.201171875,15114.3935546875,-233.534301757812,494.433044433594
1554,12778.408203125,14243.83984375,-150.60546875,525.135314941406
1567,11797.36328125,13363.69921875,-51.4287109375,567.265686035156
1568,12692.599609375,14617.91015625,-248.023193359375,703.79638671875
1570,12216.3388671875,14447.7158203125,-151.401000976562,442.893951416016
1572,12547.984375,14532.5966796875,-128.329345703125,641.975769042969
1584,12571.876953125,14530.0576171875,-71.0018310546875,509.209625244141
1585,11639.853515625,13381.4833984375,45.0778198242188,443.099761962891
1586,12905.482421875,14449.8125,53.9074096679688,512.393737792969
1587,12614.3125,14235.4873046875,34.1585693359375,535.978698730469
1596,12553.4580078125,14341.83203125,163.826354980469,586.310180664062
1637,12499.66015625,14483.9150390625,-141.263305664062,447.37890625
1638,12541.958984375,14343.1455078125,-72.510986328125,465.053619384766
1653,12380.416015625,13600.853515625,-41.7076416015625,444.083953857422
1657,12932.76171875,14096.8369140625,-223.492919921875,655.6728515625
1658,12902.1962890625,14051.857421875,-182.482421875,981.79150390625
1659,12972.005859375,14080.28125,-264.409301757812,850.670104980469
1661,12928.8427734375,13993.3671875,-6.19891357421875,813.156677246094
1662,12930.1123046875,13974.8583984375,56.5846557617188,613.551086425781
1663,11830.4189453125,13470.201171875,-97.5313720703125,431.774719238281
1664,12915.421875,14021.6552734375,-84.21630859375,696.919921875
1665,12923.388671875,14028.6728515625,93.4263916015625,850.933776855469
1666,12786.06640625,14107.375,-349.903442382812,1073.92590332031
1668,12917.27734375,13976.587890625,-156.305297851562,947.17529296875
1669,12953.13671875,14044.236328125,-89.4285888671875,572.392456054688
1670,12893.4814453125,14016.0556640625,225.618850708008,661.299011230469
1671,12919.595703125,14065.322265625,-93.9306640625,590.785278320312
1672,12857.9931640625,14009.853515625,-242.390625,1064.53576660156
1673,12888.6669921875,13991.6015625,-95.356689453125,678.964599609375
1674,12885.615234375,13987.7158203125,-75.2125244140625,697.732299804688
1675,12921.484375,14050.400390625,-65.9122314453125,929.416870117188
1676,12967.5595703125,13933.2626953125,60.1355590820312,593.364013671875
1677,12876.3662109375,14010.390625,-13.7158813476562,544.015930175781
1678,12886.240234375,13911.8173828125,-289.585571289062,938.062744140625
1680,12931.390625,14036.359375,-177.484375,669.930297851562
1682,11290.9609375,10986.349609375,877.657348632812,2646.09008789062
1682,11292.10546875,10995.755859375,889.758911132812,2948.18823242188
1682,12886.390625,14086.1376953125,-177.907592773438,795.215393066406
1683,11318.3388671875,10863.806640625,220.731491088867,1303.93249511719
1683,12853.67578125,14080.2841796875,-354.1708984375,1268.07360839844
1684,11257.6455078125,11563.2373046875,197.821899414062,695.632507324219
1684,12875.7763671875,14115.712890625,-345.005981445312,1058.01782226562
1685,11323.408203125,11671.435546875,247.168014526367,1204.86462402344
1685,11766.8740234375,13599.9892578125,-338.320678710938,762.39013671875
1685,12903.03125,13935.666015625,-119.985107421875,662.3701171875
1686,11423.087890625,11657.396484375,448.206146240234,1373.49816894531
1686,12820.814453125,14112.302734375,-418.044921875,1147.31225585938
1687,11209.841796875,11627.41015625,372.791748046875,1455.26501464844
1687,12925.861328125,13982.515625,-67.413818359375,783.455261230469
1688,11277.48046875,11600.0625,165.747192382812,1233.09716796875
1688,12823.9267578125,14184.9169921875,-466.451568603516,1131.25476074219
1689,11279.666015625,11434.8916015625,229.106246948242,796.251098632812
1689,11806.01171875,13340.625,26.5447387695312,489.491912841797
1689,12814.8359375,14026.8984375,-178.212158203125,1002.32385253906
1689,12805.6845703125,14150.73046875,-394.933837890625,1557.76330566406
1690,12880.46484375,13971.6259765625,-172.61962890625,712.137268066406
1691,12841.8994140625,14128.99609375,-334.180053710938,1035.56115722656
1691,12862.8271484375,14142.7646484375,-253.7626953125,817.477233886719
1692,12832.6640625,14082.125,-45.2027587890625,564.310241699219
1693,11369.1708984375,10757.30859375,95.0784301757812,721.843017578125
1693,12887.435546875,14164.732421875,-220.504516601562,809.324035644531
1694,12920.3046875,13945.98046875,-28.4857177734375,708.452209472656
1695,11805.4375,13408.6533203125,-55.1280517578125,483.695922851562
1695,12893.8369140625,14266.8203125,-361.100341796875,746.373596191406
1696,12861.7626953125,14114.2099609375,-238.033569335938,1049.63916015625
1697,12900.26171875,14025.8388671875,-117.144287109375,535.624328613281
1698,11723.2119140625,13354.25,50.4466552734375,692.055358886719
1698,12828.62109375,14054.09765625,-278.246948242188,847.627685546875
